"Id","Cluster","TargetType","Domain","TargetUrl","DR_Est","Cost","RatPDF_Page","Anchor_Text","Pitch","Contact","Priority","Status"
"758","Compress PDF","Resource page","nus.edu.sg","https://www.nus.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@nus.edu.sg OR library@nus.edu.sg","P1","Not started"
"759","PDF to Text","Resource page","nus.edu.sg","https://www.nus.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@nus.edu.sg OR library@nus.edu.sg","P1","Not started"
"760","PDF to Text","Resource page","nus.edu.sg","https://www.nus.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@nus.edu.sg OR library@nus.edu.sg","P1","Not started"
"761","OCR","Resource page","nus.edu.sg","https://www.nus.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@nus.edu.sg OR library@nus.edu.sg","P1","Not started"
"762","OCR","Resource page","nus.edu.sg","https://www.nus.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@nus.edu.sg OR library@nus.edu.sg","P1","Not started"
"763","Compress PDF","Resource page","ntu.edu.sg","https://www.ntu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@ntu.edu.sg OR library@ntu.edu.sg","P1","Not started"
"764","Compress PDF","Resource page","ntu.edu.sg","https://www.ntu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@ntu.edu.sg OR library@ntu.edu.sg","P1","Not started"
"765","PDF to Text","Resource page","ntu.edu.sg","https://www.ntu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@ntu.edu.sg OR library@ntu.edu.sg","P1","Not started"
"766","PDF to Text","Resource page","ntu.edu.sg","https://www.ntu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@ntu.edu.sg OR library@ntu.edu.sg","P1","Not started"
"767","OCR","Resource page","ntu.edu.sg","https://www.ntu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@ntu.edu.sg OR library@ntu.edu.sg","P1","Not started"
"768","OCR","Resource page","ntu.edu.sg","https://www.ntu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@ntu.edu.sg OR library@ntu.edu.sg","P1","Not started"
"769","Compress PDF","Resource page","smu.edu.sg","https://www.smu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@smu.edu.sg OR library@smu.edu.sg","P1","Not started"
"770","Compress PDF","Resource page","smu.edu.sg","https://www.smu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@smu.edu.sg OR library@smu.edu.sg","P1","Not started"
"771","PDF to Text","Resource page","smu.edu.sg","https://www.smu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@smu.edu.sg OR library@smu.edu.sg","P1","Not started"
"772","PDF to Text","Resource page","smu.edu.sg","https://www.smu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@smu.edu.sg OR library@smu.edu.sg","P1","Not started"
"773","OCR","Resource page","smu.edu.sg","https://www.smu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@smu.edu.sg OR library@smu.edu.sg","P1","Not started"
"774","OCR","Resource page","smu.edu.sg","https://www.smu.edu.sg/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@smu.edu.sg OR library@smu.edu.sg","P1","Not started"
"775","Compress PDF","Resource page","iitd.ac.in","https://www.iitd.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@iitd.ac.in OR library@iitd.ac.in","P1","Not started"
"776","Compress PDF","Resource page","iitd.ac.in","https://www.iitd.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@iitd.ac.in OR library@iitd.ac.in","P1","Not started"
"777","PDF to Text","Resource page","iitd.ac.in","https://www.iitd.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@iitd.ac.in OR library@iitd.ac.in","P1","Not started"
"778","PDF to Text","Resource page","iitd.ac.in","https://www.iitd.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@iitd.ac.in OR library@iitd.ac.in","P1","Not started"
"779","OCR","Resource page","iitd.ac.in","https://www.iitd.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@iitd.ac.in OR library@iitd.ac.in","P1","Not started"
"780","OCR","Resource page","iitd.ac.in","https://www.iitd.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@iitd.ac.in OR library@iitd.ac.in","P1","Not started"
"781","Compress PDF","Resource page","iitk.ac.in","https://www.iitk.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@iitk.ac.in OR library@iitk.ac.in","P1","Not started"
"782","Compress PDF","Resource page","iitk.ac.in","https://www.iitk.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@iitk.ac.in OR library@iitk.ac.in","P1","Not started"
"783","PDF to Text","Resource page","iitk.ac.in","https://www.iitk.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@iitk.ac.in OR library@iitk.ac.in","P1","Not started"
"784","PDF to Text","Resource page","iitk.ac.in","https://www.iitk.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@iitk.ac.in OR library@iitk.ac.in","P1","Not started"
"785","OCR","Resource page","iitk.ac.in","https://www.iitk.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@iitk.ac.in OR library@iitk.ac.in","P1","Not started"
"786","OCR","Resource page","iitk.ac.in","https://www.iitk.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@iitk.ac.in OR library@iitk.ac.in","P1","Not started"
"787","Compress PDF","Resource page","iitm.ac.in","https://www.iitm.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@iitm.ac.in OR library@iitm.ac.in","P1","Not started"
"788","Compress PDF","Resource page","iitm.ac.in","https://www.iitm.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@iitm.ac.in OR library@iitm.ac.in","P1","Not started"
"789","PDF to Text","Resource page","iitm.ac.in","https://www.iitm.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@iitm.ac.in OR library@iitm.ac.in","P1","Not started"
"790","PDF to Text","Resource page","iitm.ac.in","https://www.iitm.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@iitm.ac.in OR library@iitm.ac.in","P1","Not started"
"791","OCR","Resource page","iitm.ac.in","https://www.iitm.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@iitm.ac.in OR library@iitm.ac.in","P1","Not started"
"792","OCR","Resource page","iitm.ac.in","https://www.iitm.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@iitm.ac.in OR library@iitm.ac.in","P1","Not started"
"793","Compress PDF","Resource page","iitkgp.ac.in","https://www.iitkgp.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@iitkgp.ac.in OR library@iitkgp.ac.in","P1","Not started"
"794","Compress PDF","Resource page","iitkgp.ac.in","https://www.iitkgp.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@iitkgp.ac.in OR library@iitkgp.ac.in","P1","Not started"
"795","PDF to Text","Resource page","iitkgp.ac.in","https://www.iitkgp.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@iitkgp.ac.in OR library@iitkgp.ac.in","P1","Not started"
"796","PDF to Text","Resource page","iitkgp.ac.in","https://www.iitkgp.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@iitkgp.ac.in OR library@iitkgp.ac.in","P1","Not started"
"797","OCR","Resource page","iitkgp.ac.in","https://www.iitkgp.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@iitkgp.ac.in OR library@iitkgp.ac.in","P1","Not started"
"798","OCR","Resource page","iitkgp.ac.in","https://www.iitkgp.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@iitkgp.ac.in OR library@iitkgp.ac.in","P1","Not started"
"799","Compress PDF","Resource page","bits-pilani.ac.in","https://www.bits-pilani.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@bits-pilani.ac.in OR library@bits-pilani.ac.in","P1","Not started"
"800","Compress PDF","Resource page","bits-pilani.ac.in","https://www.bits-pilani.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@bits-pilani.ac.in OR library@bits-pilani.ac.in","P1","Not started"
"801","PDF to Text","Resource page","bits-pilani.ac.in","https://www.bits-pilani.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@bits-pilani.ac.in OR library@bits-pilani.ac.in","P1","Not started"
"802","PDF to Text","Resource page","bits-pilani.ac.in","https://www.bits-pilani.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@bits-pilani.ac.in OR library@bits-pilani.ac.in","P1","Not started"
"803","OCR","Resource page","bits-pilani.ac.in","https://www.bits-pilani.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@bits-pilani.ac.in OR library@bits-pilani.ac.in","P1","Not started"
"804","OCR","Resource page","bits-pilani.ac.in","https://www.bits-pilani.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@bits-pilani.ac.in OR library@bits-pilani.ac.in","P1","Not started"
"805","Compress PDF","Resource page","du.ac.in","https://www.du.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@du.ac.in OR library@du.ac.in","P1","Not started"
"806","Compress PDF","Resource page","du.ac.in","https://www.du.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@du.ac.in OR library@du.ac.in","P1","Not started"
"807","PDF to Text","Resource page","du.ac.in","https://www.du.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@du.ac.in OR library@du.ac.in","P1","Not started"
"808","PDF to Text","Resource page","du.ac.in","https://www.du.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@du.ac.in OR library@du.ac.in","P1","Not started"
"809","OCR","Resource page","du.ac.in","https://www.du.ac.in/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@du.ac.in OR library@du.ac.in","P1","Not started"
